emoji,name,slug,group,emoji_version,unicode_version,skin_tone_support,fuzzy_search
🇨🇽,flag Christmas Island,flag_christmas_island,Flags,2.0,2.0,False,flag Christmas Island flag_christmas_island Flags
🇨🇾,flag Cyprus,flag_cyprus,Flags,2.0,2.0,False,flag Cyprus flag_cyprus Flags
🇨🇿,flag Czechia,flag_czechia,Flags,2.0,2.0,False,flag Czechia flag_czechia Flags
🇩🇪,flag Germany,flag_germany,Flags,0.6,0.6,False,flag Germany flag_germany Flags
🇩🇬,flag Diego Garcia,flag_diego_garcia,Flags,2.0,2.0,False,flag Diego Garcia flag_diego_garcia Flags
🇩🇯,flag Djibouti,flag_djibouti,Flags,2.0,2.0,False,flag Djibouti flag_djibouti Flags
🇩🇰,flag Denmark,flag_denmark,Flags,2.0,2.0,False,flag Denmark flag_denmark Flags
🇩🇲,flag Dominica,flag_dominica,Flags,2.0,2.0,False,flag Dominica flag_dominica Flags
🇩🇴,flag Dominican Republic,flag_dominican_republic,Flags,2.0,2.0,False,flag Dominican Republic flag_dominican_republic Flags
🇩🇿,flag Algeria,flag_algeria,Flags,2.0,2.0,False,flag Algeria flag_algeria Flags
🇪🇦,flag Ceuta & Melilla,flag_ceuta_melilla,Flags,2.0,2.0,False,flag Ceuta & Melilla flag_ceuta_melilla Flags
🇪🇨,flag Ecuador,flag_ecuador,Flags,2.0,2.0,False,flag Ecuador flag_ecuador Flags
🇪🇪,flag Estonia,flag_estonia,Flags,2.0,2.0,False,flag Estonia flag_estonia Flags
🇪🇬,flag Egypt,flag_egypt,Flags,2.0,2.0,False,flag Egypt flag_egypt Flags
🇪🇭,flag Western Sahara,flag_western_sahara,Flags,2.0,2.0,False,flag Western Sahara flag_western_sahara Flags
🇪🇷,flag Eritrea,flag_eritrea,Flags,2.0,2.0,False,flag Eritrea flag_eritrea Flags
🇪🇸,flag Spain,flag_spain,Flags,0.6,0.6,False,flag Spain flag_spain Flags
🇪🇹,flag Ethiopia,flag_ethiopia,Flags,2.0,2.0,False,flag Ethiopia flag_ethiopia Flags
🇪🇺,flag European Union,flag_european_union,Flags,2.0,2.0,False,flag European Union flag_european_union Flags
🇫🇮,flag Finland,flag_finland,Flags,2.0,2.0,False,flag Finland flag_finland Flags
🇫🇯,flag Fiji,flag_fiji,Flags,2.0,2.0,False,flag Fiji flag_fiji Flags
🇫🇰,flag Falkland Islands,flag_falkland_islands,Flags,2.0,2.0,False,flag Falkland Islands flag_falkland_islands Flags
🇫🇲,flag Micronesia,flag_micronesia,Flags,2.0,2.0,False,flag Micronesia flag_micronesia Flags
🇫🇴,flag Faroe Islands,flag_faroe_islands,Flags,2.0,2.0,False,flag Faroe Islands flag_faroe_islands Flags
🇫🇷,flag France,flag_france,Flags,0.6,0.6,False,flag France flag_france Flags
🇬🇦,flag Gabon,flag_gabon,Flags,2.0,2.0,False,flag Gabon flag_gabon Flags
🇬🇧,flag United Kingdom,flag_united_kingdom,Flags,0.6,0.6,False,flag United Kingdom flag_united_kingdom Flags
🇬🇩,flag Grenada,flag_grenada,Flags,2.0,2.0,False,flag Grenada flag_grenada Flags
🇬🇪,flag Georgia,flag_georgia,Flags,2.0,2.0,False,flag Georgia flag_georgia Flags
🇬🇫,flag French Guiana,flag_french_guiana,Flags,2.0,2.0,False,flag French Guiana flag_french_guiana Flags
🇬🇬,flag Guernsey,flag_guernsey,Flags,2.0,2.0,False,flag Guernsey flag_guernsey Flags
🇬🇭,flag Ghana,flag_ghana,Flags,2.0,2.0,False,flag Ghana flag_ghana Flags
🇬🇮,flag Gibraltar,flag_gibraltar,Flags,2.0,2.0,False,flag Gibraltar flag_gibraltar Flags
🇬🇱,flag Greenland,flag_greenland,Flags,2.0,2.0,False,flag Greenland flag_greenland Flags
🇬🇲,flag Gambia,flag_gambia,Flags,2.0,2.0,False,flag Gambia flag_gambia Flags
🇬🇳,flag Guinea,flag_guinea,Flags,2.0,2.0,False,flag Guinea flag_guinea Flags
🇬🇵,flag Guadeloupe,flag_guadeloupe,Flags,2.0,2.0,False,flag Guadeloupe flag_guadeloupe Flags
🇬🇶,flag Equatorial Guinea,flag_equatorial_guinea,Flags,2.0,2.0,False,flag Equatorial Guinea flag_equatorial_guinea Flags
🇬🇷,flag Greece,flag_greece,Flags,2.0,2.0,False,flag Greece flag_greece Flags
🇬🇸,flag South Georgia & South Sandwich Islands,flag_south_georgia_south_sandwich_islands,Flags,2.0,2.0,False,flag South Georgia & South Sandwich Islands flag_south_georgia_south_sandwich_islands Flags
🇬🇹,flag Guatemala,flag_guatemala,Flags,2.0,2.0,False,flag Guatemala flag_guatemala Flags
🇬🇺,flag Guam,flag_guam,Flags,2.0,2.0,False,flag Guam flag_guam Flags
🇬🇼,flag Guinea-Bissau,flag_guinea_bissau,Flags,2.0,2.0,False,flag Guinea Bissau flag_guinea_bissau Flags
🇬🇾,flag Guyana,flag_guyana,Flags,2.0,2.0,False,flag Guyana flag_guyana Flags
🇭🇰,flag Hong Kong SAR China,flag_hong_kong_sar_china,Flags,2.0,2.0,False,flag Hong Kong SAR China flag_hong_kong_sar_china Flags
🇭🇲,flag Heard & McDonald Islands,flag_heard_mcdonald_islands,Flags,2.0,2.0,False,flag Heard & McDonald Islands flag_heard_mcdonald_islands Flags
🇭🇳,flag Honduras,flag_honduras,Flags,2.0,2.0,False,flag Honduras flag_honduras Flags
🇭🇷,flag Croatia,flag_croatia,Flags,2.0,2.0,False,flag Croatia flag_croatia Flags
🇭🇹,flag Haiti,flag_haiti,Flags,2.0,2.0,False,flag Haiti flag_haiti Flags
🇭🇺,flag Hungary,flag_hungary,Flags,2.0,2.0,False,flag Hungary flag_hungary Flags
🇮🇨,flag Canary Islands,flag_canary_islands,Flags,2.0,2.0,False,flag Canary Islands flag_canary_islands Flags
🇮🇩,flag Indonesia,flag_indonesia,Flags,2.0,2.0,False,flag Indonesia flag_indonesia Flags
🇮🇪,flag Ireland,flag_ireland,Flags,2.0,2.0,False,flag Ireland flag_ireland Flags
🇮🇱,flag Israel,flag_israel,Flags,2.0,2.0,False,flag Israel flag_israel Flags
🇮🇲,flag Isle of Man,flag_isle_of_man,Flags,2.0,2.0,False,flag Isle of Man flag_isle_of_man Flags
🇮🇳,flag India,flag_india,Flags,2.0,2.0,False,flag India flag_india Flags
🇮🇴,flag British Indian Ocean Territory,flag_british_indian_ocean_territory,Flags,2.0,2.0,False,flag British Indian Ocean Territory flag_british_indian_ocean_territory Flags
🇮🇶,flag Iraq,flag_iraq,Flags,2.0,2.0,False,flag Iraq flag_iraq Flags
🇮🇷,flag Iran,flag_iran,Flags,2.0,2.0,False,flag Iran flag_iran Flags
🇮🇸,flag Iceland,flag_iceland,Flags,2.0,2.0,False,flag Iceland flag_iceland Flags
🇮🇹,flag Italy,flag_italy,Flags,0.6,0.6,False,flag Italy flag_italy Flags
🇯🇪,flag Jersey,flag_jersey,Flags,2.0,2.0,False,flag Jersey flag_jersey Flags
🇯🇲,flag Jamaica,flag_jamaica,Flags,2.0,2.0,False,flag Jamaica flag_jamaica Flags
🇯🇴,flag Jordan,flag_jordan,Flags,2.0,2.0,False,flag Jordan flag_jordan Flags
🇯🇵,flag Japan,flag_japan,Flags,0.6,0.6,False,flag Japan flag_japan Flags
🇰🇪,flag Kenya,flag_kenya,Flags,2.0,2.0,False,flag Kenya flag_kenya Flags
🇰🇬,flag Kyrgyzstan,flag_kyrgyzstan,Flags,2.0,2.0,False,flag Kyrgyzstan flag_kyrgyzstan Flags
🇰🇭,flag Cambodia,flag_cambodia,Flags,2.0,2.0,False,flag Cambodia flag_cambodia Flags
🇰🇮,flag Kiribati,flag_kiribati,Flags,2.0,2.0,False,flag Kiribati flag_kiribati Flags
🇰🇲,flag Comoros,flag_comoros,Flags,2.0,2.0,False,flag Comoros flag_comoros Flags
🇰🇳,flag St. Kitts & Nevis,flag_st_kitts_nevis,Flags,2.0,2.0,False,flag St. Kitts & Nevis flag_st_kitts_nevis Flags
🇰🇵,flag North Korea,flag_north_korea,Flags,2.0,2.0,False,flag North Korea flag_north_korea Flags
🇰🇷,flag South Korea,flag_south_korea,Flags,0.6,0.6,False,flag South Korea flag_south_korea Flags
🇰🇼,flag Kuwait,flag_kuwait,Flags,2.0,2.0,False,flag Kuwait flag_kuwait Flags
🇰🇾,flag Cayman Islands,flag_cayman_islands,Flags,2.0,2.0,False,flag Cayman Islands flag_cayman_islands Flags
🇰🇿,flag Kazakhstan,flag_kazakhstan,Flags,2.0,2.0,False,flag Kazakhstan flag_kazakhstan Flags
🇱🇦,flag Laos,flag_laos,Flags,2.0,2.0,False,flag Laos flag_laos Flags
🇱🇧,flag Lebanon,flag_lebanon,Flags,2.0,2.0,False,flag Lebanon flag_lebanon Flags
🇱🇨,flag St. Lucia,flag_st_lucia,Flags,2.0,2.0,False,flag St. Lucia flag_st_lucia Flags
🇱🇮,flag Liechtenstein,flag_liechtenstein,Flags,2.0,2.0,False,flag Liechtenstein flag_liechtenstein Flags
🇱🇰,flag Sri Lanka,flag_sri_lanka,Flags,2.0,2.0,False,flag Sri Lanka flag_sri_lanka Flags
🇱🇷,flag Liberia,flag_liberia,Flags,2.0,2.0,False,flag Liberia flag_liberia Flags
🇱🇸,flag Lesotho,flag_lesotho,Flags,2.0,2.0,False,flag Lesotho flag_lesotho Flags
🇱🇹,flag Lithuania,flag_lithuania,Flags,2.0,2.0,False,flag Lithuania flag_lithuania Flags
🇱🇺,flag Luxembourg,flag_luxembourg,Flags,2.0,2.0,False,flag Luxembourg flag_luxembourg Flags
🇱🇻,flag Latvia,flag_latvia,Flags,2.0,2.0,False,flag Latvia flag_latvia Flags
🇱🇾,flag Libya,flag_libya,Flags,2.0,2.0,False,flag Libya flag_libya Flags
🇲🇦,flag Morocco,flag_morocco,Flags,2.0,2.0,False,flag Morocco flag_morocco Flags
🇲🇨,flag Monaco,flag_monaco,Flags,2.0,2.0,False,flag Monaco flag_monaco Flags
🇲🇩,flag Moldova,flag_moldova,Flags,2.0,2.0,False,flag Moldova flag_moldova Flags
🇲🇪,flag Montenegro,flag_montenegro,Flags,2.0,2.0,False,flag Montenegro flag_montenegro Flags
🇲🇫,flag St. Martin,flag_st_martin,Flags,2.0,2.0,False,flag St. Martin flag_st_martin Flags
🇲🇬,flag Madagascar,flag_madagascar,Flags,2.0,2.0,False,flag Madagascar flag_madagascar Flags
🇲🇭,flag Marshall Islands,flag_marshall_islands,Flags,2.0,2.0,False,flag Marshall Islands flag_marshall_islands Flags
🇲🇰,flag North Macedonia,flag_north_macedonia,Flags,2.0,2.0,False,flag North Macedonia flag_north_macedonia Flags
🇲🇱,flag Mali,flag_mali,Flags,2.0,2.0,False,flag Mali flag_mali Flags
🇲🇲,flag Myanmar (Burma),flag_myanmar,Flags,2.0,2.0,False,flag Myanmar (Burma) flag_myanmar Flags
🇲🇳,flag Mongolia,flag_mongolia,Flags,2.0,2.0,False,flag Mongolia flag_mongolia Flags
🇲🇴,flag Macao SAR China,flag_macao_sar_china,Flags,2.0,2.0,False,flag Macao SAR China flag_macao_sar_china Flags
🇲🇵,flag Northern Mariana Islands,flag_northern_mariana_islands,Flags,2.0,2.0,False,flag Northern Mariana Islands flag_northern_mariana_islands Flags
🇲🇶,flag Martinique,flag_martinique,Flags,2.0,2.0,False,flag Martinique flag_martinique Flags
🇲🇷,flag Mauritania,flag_mauritania,Flags,2.0,2.0,False,flag Mauritania flag_mauritania Flags
🇲🇸,flag Montserrat,flag_montserrat,Flags,2.0,2.0,False,flag Montserrat flag_montserrat Flags
🇲🇹,flag Malta,flag_malta,Flags,2.0,2.0,False,flag Malta flag_malta Flags
🇲🇺,flag Mauritius,flag_mauritius,Flags,2.0,2.0,False,flag Mauritius flag_mauritius Flags
🇲🇻,flag Maldives,flag_maldives,Flags,2.0,2.0,False,flag Maldives flag_maldives Flags
🇲🇼,flag Malawi,flag_malawi,Flags,2.0,2.0,False,flag Malawi flag_malawi Flags
🇲🇽,flag Mexico,flag_mexico,Flags,2.0,2.0,False,flag Mexico flag_mexico Flags
🇲🇾,flag Malaysia,flag_malaysia,Flags,2.0,2.0,False,flag Malaysia flag_malaysia Flags
🇲🇿,flag Mozambique,flag_mozambique,Flags,2.0,2.0,False,flag Mozambique flag_mozambique Flags
🇳🇦,flag Namibia,flag_namibia,Flags,2.0,2.0,False,flag Namibia flag_namibia Flags
🇳🇨,flag New Caledonia,flag_new_caledonia,Flags,2.0,2.0,False,flag New Caledonia flag_new_caledonia Flags
🇳🇪,flag Niger,flag_niger,Flags,2.0,2.0,False,flag Niger flag_niger Flags
🇳🇫,flag Norfolk Island,flag_norfolk_island,Flags,2.0,2.0,False,flag Norfolk Island flag_norfolk_island Flags
🇳🇬,flag Nigeria,flag_nigeria,Flags,2.0,2.0,False,flag Nigeria flag_nigeria Flags
🇳🇮,flag Nicaragua,flag_nicaragua,Flags,2.0,2.0,False,flag Nicaragua flag_nicaragua Flags
🇳🇱,flag Netherlands,flag_netherlands,Flags,2.0,2.0,False,flag Netherlands flag_netherlands Flags
🇳🇴,flag Norway,flag_norway,Flags,2.0,2.0,False,flag Norway flag_norway Flags
🇳🇵,flag Nepal,flag_nepal,Flags,2.0,2.0,False,flag Nepal flag_nepal Flags
🇳🇷,flag Nauru,flag_nauru,Flags,2.0,2.0,False,flag Nauru flag_nauru Flags
🇳🇺,flag Niue,flag_niue,Flags,2.0,2.0,False,flag Niue flag_niue Flags
🇳🇿,flag New Zealand,flag_new_zealand,Flags,2.0,2.0,False,flag New Zealand flag_new_zealand Flags
🇴🇲,flag Oman,flag_oman,Flags,2.0,2.0,False,flag Oman flag_oman Flags
🇵🇦,flag Panama,flag_panama,Flags,2.0,2.0,False,flag Panama flag_panama Flags
🇵🇪,flag Peru,flag_peru,Flags,2.0,2.0,False,flag Peru flag_peru Flags
🇵🇫,flag French Polynesia,flag_french_polynesia,Flags,2.0,2.0,False,flag French Polynesia flag_french_polynesia Flags
🇵🇬,flag Papua New Guinea,flag_papua_new_guinea,Flags,2.0,2.0,False,flag Papua New Guinea flag_papua_new_guinea Flags
🇵🇭,flag Philippines,flag_philippines,Flags,2.0,2.0,False,flag Philippines flag_philippines Flags
🇵🇰,flag Pakistan,flag_pakistan,Flags,2.0,2.0,False,flag Pakistan flag_pakistan Flags
🇵🇱,flag Poland,flag_poland,Flags,2.0,2.0,False,flag Poland flag_poland Flags
🇵🇲,flag St. Pierre & Miquelon,flag_st_pierre_miquelon,Flags,2.0,2.0,False,flag St. Pierre & Miquelon flag_st_pierre_miquelon Flags
🇵🇳,flag Pitcairn Islands,flag_pitcairn_islands,Flags,2.0,2.0,False,flag Pitcairn Islands flag_pitcairn_islands Flags
🇵🇷,flag Puerto Rico,flag_puerto_rico,Flags,2.0,2.0,False,flag Puerto Rico flag_puerto_rico Flags
🇵🇸,flag Palestinian Territories,flag_palestinian_territories,Flags,2.0,2.0,False,flag Palestinian Territories flag_palestinian_territories Flags
🇵🇹,flag Portugal,flag_portugal,Flags,2.0,2.0,False,flag Portugal flag_portugal Flags
🇵🇼,flag Palau,flag_palau,Flags,2.0,2.0,False,flag Palau flag_palau Flags
🇵🇾,flag Paraguay,flag_paraguay,Flags,2.0,2.0,False,flag Paraguay flag_paraguay Flags
🇶🇦,flag Qatar,flag_qatar,Flags,2.0,2.0,False,flag Qatar flag_qatar Flags
🇷🇪,flag Réunion,flag_reunion,Flags,2.0,2.0,False,flag Réunion flag_reunion Flags
🇷🇴,flag Romania,flag_romania,Flags,2.0,2.0,False,flag Romania flag_romania Flags
🇷🇸,flag Serbia,flag_serbia,Flags,2.0,2.0,False,flag Serbia flag_serbia Flags
🇷🇺,flag Russia,flag_russia,Flags,0.6,0.6,False,flag Russia flag_russia Flags
🇷🇼,flag Rwanda,flag_rwanda,Flags,2.0,2.0,False,flag Rwanda flag_rwanda Flags
🇸🇦,flag Saudi Arabia,flag_saudi_arabia,Flags,2.0,2.0,False,flag Saudi Arabia flag_saudi_arabia Flags
🇸🇧,flag Solomon Islands,flag_solomon_islands,Flags,2.0,2.0,False,flag Solomon Islands flag_solomon_islands Flags
🇸🇨,flag Seychelles,flag_seychelles,Flags,2.0,2.0,False,flag Seychelles flag_seychelles Flags
🇸🇩,flag Sudan,flag_sudan,Flags,2.0,2.0,False,flag Sudan flag_sudan Flags
🇸🇪,flag Sweden,flag_sweden,Flags,2.0,2.0,False,flag Sweden flag_sweden Flags
🇸🇬,flag Singapore,flag_singapore,Flags,2.0,2.0,False,flag Singapore flag_singapore Flags
🇸🇭,flag St. Helena,flag_st_helena,Flags,2.0,2.0,False,flag St. Helena flag_st_helena Flags
🇸🇮,flag Slovenia,flag_slovenia,Flags,2.0,2.0,False,flag Slovenia flag_slovenia Flags
🇸🇯,flag Svalbard & Jan Mayen,flag_svalbard_jan_mayen,Flags,2.0,2.0,False,flag Svalbard & Jan Mayen flag_svalbard_jan_mayen Flags
🇸🇰,flag Slovakia,flag_slovakia,Flags,2.0,2.0,False,flag Slovakia flag_slovakia Flags
🇸🇱,flag Sierra Leone,flag_sierra_leone,Flags,2.0,2.0,False,flag Sierra Leone flag_sierra_leone Flags
🇸🇲,flag San Marino,flag_san_marino,Flags,2.0,2.0,False,flag San Marino flag_san_marino Flags
🇸🇳,flag Senegal,flag_senegal,Flags,2.0,2.0,False,flag Senegal flag_senegal Flags
🇸🇴,flag Somalia,flag_somalia,Flags,2.0,2.0,False,flag Somalia flag_somalia Flags
🇸🇷,flag Suriname,flag_suriname,Flags,2.0,2.0,False,flag Suriname flag_suriname Flags
🇸🇸,flag South Sudan,flag_south_sudan,Flags,2.0,2.0,False,flag South Sudan flag_south_sudan Flags
🇸🇹,flag São Tomé & Príncipe,flag_sao_tome_principe,Flags,2.0,2.0,False,flag São Tomé & Príncipe flag_sao_tome_principe Flags
🇸🇻,flag El Salvador,flag_el_salvador,Flags,2.0,2.0,False,flag El Salvador flag_el_salvador Flags
🇸🇽,flag Sint Maarten,flag_sint_maarten,Flags,2.0,2.0,False,flag Sint Maarten flag_sint_maarten Flags
🇸🇾,flag Syria,flag_syria,Flags,2.0,2.0,False,flag Syria flag_syria Flags
🇸🇿,flag Eswatini,flag_eswatini,Flags,2.0,2.0,False,flag Eswatini flag_eswatini Flags
🇹🇦,flag Tristan da Cunha,flag_tristan_da_cunha,Flags,2.0,2.0,False,flag Tristan da Cunha flag_tristan_da_cunha Flags
🇹🇨,flag Turks & Caicos Islands,flag_turks_caicos_islands,Flags,2.0,2.0,False,flag Turks & Caicos Islands flag_turks_caicos_islands Flags
🇹🇩,flag Chad,flag_chad,Flags,2.0,2.0,False,flag Chad flag_chad Flags
🇹🇫,flag French Southern Territories,flag_french_southern_territories,Flags,2.0,2.0,False,flag French Southern Territories flag_french_southern_territories Flags
🇹🇬,flag Togo,flag_togo,Flags,2.0,2.0,False,flag Togo flag_togo Flags
🇹🇭,flag Thailand,flag_thailand,Flags,2.0,2.0,False,flag Thailand flag_thailand Flags
🇹🇯,flag Tajikistan,flag_tajikistan,Flags,2.0,2.0,False,flag Tajikistan flag_tajikistan Flags
🇹🇰,flag Tokelau,flag_tokelau,Flags,2.0,2.0,False,flag Tokelau flag_tokelau Flags
🇹🇱,flag Timor-Leste,flag_timor_leste,Flags,2.0,2.0,False,flag Timor Leste flag_timor_leste Flags
🇹🇲,flag Turkmenistan,flag_turkmenistan,Flags,2.0,2.0,False,flag Turkmenistan flag_turkmenistan Flags
🇹🇳,flag Tunisia,flag_tunisia,Flags,2.0,2.0,False,flag Tunisia flag_tunisia Flags
🇹🇴,flag Tonga,flag_tonga,Flags,2.0,2.0,False,flag Tonga flag_tonga Flags
🇹🇷,flag Türkiye,flag_turkiye,Flags,2.0,2.0,False,flag Türkiye flag_turkiye Flags
🇹🇹,flag Trinidad & Tobago,flag_trinidad_tobago,Flags,2.0,2.0,False,flag Trinidad & Tobago flag_trinidad_tobago Flags
🇹🇻,flag Tuvalu,flag_tuvalu,Flags,2.0,2.0,False,flag Tuvalu flag_tuvalu Flags
🇹🇼,flag Taiwan,flag_taiwan,Flags,2.0,2.0,False,flag Taiwan flag_taiwan Flags
